"line"	"fertility"	"Std. Error"	"z value"	"Pr(>|z|)"	"pop"	"popr"	"env"	"T12"	"T13"	"T21"	"T23"	"T31"	"T32"	"w"	"population"
"A6140L350"	0.730155923366631	0.0206353944143631	35.3836669513044	3.04509837671287e-274	"A6140"	"A6140"	"NGM"	0.406707428945138	0.52224542413002	-0.0985438491364903	1.14087428842725	-0.00482645603015101	0.993893826842863	1.23946973494172	"A6140"
"A6140L351"	0.620637488622136	0.018891918413923	32.8520097866153	1.06617740311292e-236	"A6140"	"A6140"	"NGM"	-0.125573942003494	0.0186464293363024	0.287172826786369	-0.485125078475832	0.175933497367916	-0.72539236259666	1.11089413745655	"A6140"
"A6140L353"	0.617843817485131	0.0217135450476616	28.454304266252	4.31073664923335e-178	"A6140"	"A6140"	"NGM"	1.19166128668554	0.371384599604314	-0.475533881211748	-0.443582874728178	-0.0577478034458423	0.750646171812905	1.10779499557571	"A6140"
"A6140L355"	0.726418153299677	0.0179035867162459	40.5738897357656	0	"A6140"	"A6140"	"NGM"	-0.211874634119262	-0.00287026771370602	-0.0717668285040525	-0.608253901164893	-0.128233464614171	-0.650184930831338	1.2348455295595	"A6140"
"A6140L357"	0.730388544314891	0.017396133911375	41.9856818782768	0	"A6140"	"A6140"	"NGM"	0.291572961974098	0.260905644687661	0.128628001161307	0.26608564521779	0.12160623847992	0.245148449479043	1.23975809510481	"A6140"
"A6140L36"	0.599597731776052	0.0186852833253987	32.0893037228409	6.21671362098302e-226	"A6140"	"A6140"	"NGM"	0.571750523434846	0.53787283006847	0.0141971649523261	-0.28845403767165	-0.0984419897011442	-0.00617217498839401	1.08776536004681	"A6140"
"A6140L37"	0.74868574436744	0.0215099052151741	34.8065571130124	1.93560461307548e-265	"A6140"	"A6140"	"NGM"	-0.211817384417641	-0.0278217158090249	0.186025997819236	-0.21612145599391	0.197629151870971	-0.427149059586569	1.2626509962996	"A6140"
"A6140L38"	0.828183019133459	0.0168862976275136	49.0446773710811	0	"A6140"	"A6140"	"NGM"	-0.19293281479493	-0.160491756546831	0.0512373872883785	-0.233447551217288	-0.0286226421500716	-0.456383178215151	1.36712603373541	"A6140"
"A6140L4"	0.555903814601042	0.0186694943782411	29.7760508848561	7.97945009609206e-195	"A6140"	"A6140"	"NGM"	-0.14597687542944	0.123387736672877	0.215959269474814	0.542156275917566	0.0523983168534165	0.213676333453683	1.04126002913903	"A6140"
"A6140L40"	0.486574671481109	0.018865211272509	25.7921665680024	1.08560305732924e-146	"A6140"	"A6140"	"NGM"	0.393582156697757	0.54597563595867	-0.00611698427312235	0.329390236522874	-0.022581803698755	0.412493564196974	0.971515945674581	"A6140"
"A6140L41"	0.343008307441615	0.0235185687505359	14.5845740478489	3.52112805184291e-48	"A6140"	"A6140"	"NGM"	-0.302956200387442	-0.172447864069201	0.23014670902559	0.343659043893844	0.122060928918655	0.0715587192226998	0.841588618377866	"A6140"
"A6140L42"	0.467538900853329	0.0193629529202684	24.146053692251	8.2145120440934e-129	"A6140"	"A6140"	"NGM"	0.799513792680522	0.21296929374035	-0.467796675004917	-0.949716804160012	-0.183830404069759	0.32641049484188	0.953197298910089	"A6140"
"A6140L43"	0.595901784886238	0.0222255550545179	26.8115591905141	2.36926749263408e-158	"A6140"	"A6140"	"NGM"	-0.381421818219039	-0.574913560962717	0.235046458161134	0.463132686006232	0.226487940311423	0.495716152820313	1.08375245735314	"A6140"
"A6140L44"	0.376284437332936	0.0211753334710811	17.7699415145846	1.20816650556516e-70	"A6140"	"A6140"	"NGM"	0.854304633034313	0.735968852993694	-0.506574476758313	0.0870220447591852	-0.191695189090158	0.474626389821987	0.870064588016753	"A6140"
"A6140L46"	0.461994014711925	0.0188950374826474	24.4505476708477	4.96534024904576e-132	"A6140"	"A6140"	"NGM"	0.145922434119522	0.0137088990428392	0.205603008047949	0.0730306034961216	0.165584920598973	0.178151134944654	0.947926554759849	"A6140"
"A6140L47"	0.635154143096772	0.0212732768588525	29.8569020330529	7.14242727447555e-196	"A6140"	"A6140"	"NGM"	0.104942927086169	0.108693260358833	0.0936519849928947	0.174727109073114	0.112039048844545	0.091911331246649	1.12713822343652	"A6140"
"A6140L48"	0.484053093240934	0.0204298529820531	23.693420293634	4.21524081196398e-124	"A6140"	"A6140"	"NGM"	-0.042571649306851	0.0610545905452984	-0.331460714125368	1.2930264327415	-0.181992239441148	1.14048537033532	0.969069278234073	"A6140"
"A6140L49"	0.613385528007899	0.0217522542546813	28.1987108474466	6.06432512594765e-175	"A6140"	"A6140"	"NGM"	0.123757668511166	0.106807432361956	-0.110722104555395	-0.361179348733586	-0.0453628429564426	-0.153279055920663	1.1028671179189	"A6140"
"A6140L5"	0.611273043572465	0.0217845056477724	28.0599915121311	3.01698225439897e-173	"A6140"	"A6140"	"NGM"	0.545674451423536	0.701551998305514	-0.133943006523072	-0.185315612522432	-0.110871632866487	-0.111759914500162	1.1005397873882	"A6140"
"A6140L50"	0.722519454449699	0.0174683295959335	41.3616797462934	0	"A6140"	"A6140"	"NGM"	-0.101105950804293	0.0959808472493661	0.112855347872951	0.472974043149068	0.111489098836473	0.271421008448541	1.23004061126439	"A6140"
"A6140L51"	0.676977217986615	0.0182664550774637	37.0612258982772	1.18436406513052e-300	"A6140"	"A6140"	"NGM"	0.34592417178131	0.300703702400297	-0.0602856483810333	-0.343018976041895	-0.138529879457391	-0.313205083284112	1.1752782753769	"A6140"
"A6140L52"	0.310915086134474	0.0257478411369389	12.0753846693742	1.4249631889926e-33	"A6140"	"A6140"	"NGM"	0.0132607176154672	0.0985893374536742	-0.0506605306443891	-0.395674778232356	0.00748845871017287	-0.567509853339335	0.815008136636666	"A6140"
"A6140L53"	0.484943130827699	0.0194037770097992	24.9922028367361	7.4312318124193e-138	"A6140"	"A6140"	"NGM"	0.21788140561038	0.188837338780265	-0.18302525146283	-0.131387601681319	0.122853523644529	0.124709396187275	0.969932170262087	"A6140"
"A6140L54"	0.536542903826813	0.0223291693522113	24.028789220217	1.39122211859607e-127	"A6140"	"A6140"	"NGM"	0.239117691542838	0.0993007936888842	0.0516351263837764	-0.83659337923921	0.0830125317436359	-0.657512827005795	1.02129418872004	"A6140"
"A6140L55"	0.723757375612721	0.017751014723644	40.7727325384216	0	"A6140"	"A6140"	"NGM"	1.1701642305143	0.908193995790201	-0.376776069114295	-0.519305295273845	0.00160015948554125	0.0466336689320163	1.23156424744461	"A6140"
"A6140L56"	0.887415345334668	0.0206887054855726	42.8937105781467	0	"A6140"	"A6140"	"NGM"	0.260145134836472	0.251751608312884	0.0329607786352621	0.00910051621916635	0.146794339881585	0.121543039362297	1.45055040928003	"A6140"
"A6140L57"	0.0824466112669744	0.0270822455369413	3.04430484372184	0.00233218688227158	"A6140"	"A6140"	"NGM"	0.345739143838542	0.0730027638065005	-0.114806890818925	-0.673887235947829	0.0359261222737259	-0.316076258062827	0.648543851866014	"A6140"
"A6140L58"	0.257673588154533	0.0220376543017091	11.6924235504751	1.39352398390269e-31	"A6140"	"A6140"	"NGM"	0.195134656876371	0.0857469284369346	0.228225941359467	-0.117113649234513	0.196130068539509	-0.0986407836598507	0.772750786506998	"A6140"
"A6140L59"	0.398105295056601	0.0229003082132657	17.3842767245371	1.0854808964849e-67	"A6140"	"A6140"	"NGM"	-0.00865785016824366	0.0532924745944595	0.0796474928142606	-0.129586937935859	0.127701204747455	-0.167485624632021	0.889258799072563	"A6140"
"A6140L6"	0.546726847798571	0.0189173835265031	28.9007645815612	1.16780070098663e-183	"A6140"	"A6140"	"NGM"	-0.430620291780761	-0.235830863324842	0.0659186786878567	0.266860233883966	-0.281764265498893	-0.172503777975956	1.03174813235436	"A6140"
"A6140L60"	0.570209799441918	0.0226018435531462	25.2284641339598	1.95205462641189e-140	"A6140"	"A6140"	"NGM"	0.0240937053258673	0.0883115239377794	-0.181861663085678	0.35749364446942	-0.0388034601139094	0.546403620677208	1.05626334203258	"A6140"
"A6140L61"	0.433047118433044	0.0194681391494354	22.2438885971084	1.29254814544791e-109	"A6140"	"A6140"	"NGM"	0.344285599780481	0.324799402306474	-0.0476794459876849	-0.444912671479571	-0.0154277599768854	-0.307378217327347	0.920880363274396	"A6140"
"A6140L62"	0.552254377514155	0.0221974979575249	24.8791273039375	1.25189110237603e-136	"A6140"	"A6140"	"NGM"	0.34818541223337	0.320886950932802	0.209539163751189	0.0374397819436557	0.305708839038204	0.319625872465204	1.03746694169841	"A6140"
"A6140L63"	0.57649228811162	0.0181814041202099	31.7077979401386	1.21306373776073e-220	"A6140"	"A6140"	"NGM"	-0.232359331658087	0.0399401837919806	0.17981522181051	-0.206000034781705	0.0063324681529436	-0.299255595445895	1.06292019341251	"A6140"
"A6140L64"	0.267665514149146	0.0212889848809508	12.5729580647432	2.97385038541447e-36	"A6140"	"A6140"	"NGM"	-0.317430521826602	-0.905552701334125	0.509175768619008	1.33691411034399	0.252528523909182	1.87607525696135	0.780510759152301	"A6140"
"A6140L65"	-0.0288873155974728	0.0282770922840322	-1.0215801295024	0.306979666260646	"A6140"	"A6140"	"NGM"	0.323551209171666	0.338921853556747	0.0756317972239444	-0.141209512980673	0.0642783719723573	0.0927026197560471	0.580213242273319	"A6140"
"A6140L67"	0.685291592287232	0.021238121099091	32.2670536197556	2.02836557392176e-228	"A6140"	"A6140"	"NGM"	0.00839282992223431	0.155460852948632	0.2303800784933	0.341014264687256	0.0814240095632388	0.172390714320401	1.18509071448475	"A6140"
"A6140L68"	-0.588821656306436	0.0313693305653511	-18.7706159390222	1.31353704490671e-78	"A6140"	"A6140"	"NGM"	-0.797155069854039	-1.04095116227401	0.336252530308188	1.05992381083553	0.11266338163052	1.13753953508421	0.331444824669396	"A6140"
"A6140L7"	0.872319922780548	0.0195047703752237	44.7234141186625	0	"A6140"	"A6140"	"NGM"	0.648138488171237	0.53766122746288	-0.274157716358936	-0.419310762928702	-0.0417937036611645	-0.270710412329322	1.42881817919261	"A6140"
"A6140L70"	0.0522523079857875	0.0277348557413033	1.88399422276325	0.059565756931462	"A6140"	"A6140"	"NGM"	-0.358820807087274	-0.414157575464929	0.108529179082051	1.3187254365602	-0.0856871306414945	1.3374804110436	0.629254206317604	"A6140"
"A6140L71"	0.202249057836091	0.0219206480936881	9.22641780351041	2.79833956264834e-20	"A6140"	"A6140"	"NGM"	0.560642014326872	0.501873268952655	-0.267548325451369	-0.240372641107933	-0.121385825774451	0.0858735677818385	0.731086708135496	"A6140"
"A6140L72"	-0.159508616114761	0.0311004152544131	-5.12882592756145	2.9155477520778e-07	"A6140"	"A6140"	"NGM"	0.26031624967657	0.0513017077003801	-0.305023882815653	-0.0420578331252404	-0.0872114852428334	0.540804743989035	0.509166153512171	"A6140"
"A6140L73"	-0.00169262594999449	0.0250001007955152	-0.0677047650263125	0.946020656075448	"A6140"	"A6140"	"NGM"	0.210399339153727	0.218187891248721	0.0107209491181243	0.894536818348383	-0.111970544140707	0.96015710133772	0.596208468166484	"A6140"
"A6140L74"	-0.277809295584788	0.0265991744248352	-10.4442826362837	1.55627510313113e-25	"A6140"	"A6140"	"NGM"	0.162515957876676	0.390603869911404	0.334922813517658	0.692242680220742	0.0999824545307976	0.34657106107149	0.452357915562452	"A6140"
"A6140L75"	0.527037868607554	0.0223608160867491	23.5697063364281	7.88444937125182e-123	"A6140"	"A6140"	"NGM"	1.02177049045186	0.778631434049609	-0.362867384374286	0.456492038417387	0.0206470557931649	1.10450004194974	1.01163274042925	"A6140"
"A6140L76"	0.782381340750544	0.0171926350209164	45.5067730920074	0	"A6140"	"A6140"	"NGM"	0.265510545385431	0.260359491501735	-0.0149093329968818	0.221224814553956	0.0570258872568406	0.349974525003412	1.30592169664313	"A6140"
"A6140L77"	0.148413407016205	0.025726099795155	5.76898201429489	7.97518146160716e-09	"A6140"	"A6140"	"NGM"	-0.647975926387868	-1.02831711792134	0.225354488557057	0.280576825275015	0.0659443617254938	0.558908374633438	0.692768866563949	"A6140"
"A6140L8"	0.380945276265974	0.020085098942339	18.9665620945958	3.22308477000418e-80	"A6140"	"A6140"	"NGM"	0.0537925046198896	0.181349789753708	0.104408126733175	0.0362659079391695	0.110442065987513	-0.265857975683303	0.874129284011255	"A6140"
"A6140L80"	0.46011109434133	0.0229456294340615	20.052232415918	1.92987896088181e-89	"A6140"	"A6140"	"NGM"	0.721467181639962	0.737750901262879	-0.166100407697421	-0.521546141283166	-0.0719358928396991	-0.441421874797113	0.946143363870131	"A6140"
"A6140L81"	0.541724954088237	0.0223220463150846	24.268606311517	4.20708599587495e-130	"A6140"	"A6140"	"NGM"	-0.035351159511158	-0.0258110277672141	-0.308421665106429	-0.0410296351115788	-0.216572512343107	0.295599636439649	1.02660032299085	"A6140"
"A6140L82"	0.557280890565671	0.0196001647824333	28.4324594589702	8.03024569233017e-178	"A6140"	"A6140"	"NGM"	0.198045264144152	0.00290077148141693	-0.0464659293339222	-0.366684162072986	0.0118430675399302	-0.000755950684060112	1.04269491104203	"A6140"
"A6140L83"	0.537988436784726	0.0221207010212998	24.3205871399239	1.18742199467024e-130	"A6140"	"A6140"	"NGM"	0.618246382371539	0.344526215073372	-0.217326014911761	-1.09437838325475	0.00914640952259131	-0.746901035634624	1.02277157067446	"A6140"
"A6140L85"	0.151016795939158	0.0254661901518874	5.93008985790382	3.02768943325742e-09	"A6140"	"A6140"	"NGM"	0.549268552189845	0.299907898407681	-0.499618641006059	-0.109089588821054	-0.296159995273532	0.450668009264511	0.694574763062824	"A6140"
"A6140L86"	0.456063273792023	0.0231698306744444	19.6834961895102	2.98670387814481e-86	"A6140"	"A6140"	"NGM"	0.397037051849803	0.445946053414173	-0.032188638574257	-0.470835641582996	-0.0148207576785668	-0.442228244950005	0.942321286080456	"A6140"
"A6140L87"	0.677276217206848	0.0177745689787868	38.1036647366891	0	"A6140"	"A6140"	"NGM"	0.748346279110173	0.770354494601939	-0.127982411984668	-0.550346897533132	-0.137584617402177	-0.356330769982794	1.17562973520529	"A6140"
"A6140L89"	0.418266586069687	0.0199590849150837	20.9562005397146	1.64722709103325e-97	"A6140"	"A6140"	"NGM"	-0.40421850862693	-0.477823324030419	-0.0271436803129346	-0.352218833237235	-0.0484454632193529	-0.394540089904337	0.907369357165396	"A6140"
"A6140L9"	0.658443807267971	0.0211172326905586	31.1804021349046	1.96458121860092e-213	"A6140"	"A6140"	"NGM"	-0.811622939699042	-0.693614253244054	0.341363569567995	1.02256534016682	0.17778529012935	0.765006864879289	1.1536969657667	"A6140"
"A6140L90"	0.0281261390784054	0.0269546969422789	1.04345966636668	0.296735451773759	"A6140"	"A6140"	"NGM"	0.0433134570867717	0.310184633727367	-0.00719693182135836	0.919703256050901	0.247174127042218	0.590808800899929	0.614254384739116	"A6140"
"A6140L91"	0.653619471006377	0.0225424540833617	28.9950450199123	7.59752163385732e-185	"A6140"	"A6140"	"NGM"	-0.338017296190303	-0.549590430887695	0.0428267391191088	0.0248530699423539	0.0654066534607686	0.0756734276750418	1.14814454779456	"A6140"
"A6140L92"	-0.207776752410152	0.0274619722067432	-7.56598072585382	3.84949131520431e-14	"A6140"	"A6140"	"NGM"	-0.177971242519169	0.0855719335407633	0.340583660848184	0.485099534750354	0.286923240351393	0.0256270596025859	0.485173354120115	"A6140"
"A6140L93"	0.52185789745036	0.0268086924044909	19.465995938054	2.13307911031817e-84	"A6140"	"A6140"	"NGM"	-0.109702892860466	-0.4179969567855	-0.40133640672981	1.01096928143164	-0.227497165331806	1.25175781546483	1.00640606072411	"A6140"
"A6140L94"	-0.053176222586562	0.0245255751962246	-2.16819471760026	0.0301438745644569	"A6140"	"A6140"	"NGM"	0.304498314788465	0.147204989319533	-0.123804436058504	-0.363544574500151	-0.0533023415940467	-0.212687261159831	0.56629026819179	"A6140"
"A6140L95"	0.450562344535476	0.0234155417964347	19.2420208958854	1.64661699554194e-82	"A6140"	"A6140"	"NGM"	-0.697121487371956	-0.889033914844486	0.329898411351594	1.20794228338746	0.0227017220533308	1.16437178839977	0.937151874667651	"A6140"
"A6140L96"	0.23780288760754	0.0217857604762137	10.9155192386871	9.71724263875159e-28	"A6140"	"A6140"	"NGM"	-0.221751106489415	-0.0897408035120699	0.12182266079009	0.546490592646758	0.0833214170146172	0.275410208124712	0.757547239842453	"A6140"
"A6140L97"	0.605036188812595	0.022544323781509	26.8376286056027	1.17622504348991e-158	"A6140"	"A6140"	"NGM"	-0.329404988281829	-0.374228642242538	0.0223231514325805	-0.239788717299689	0.120135675295719	-0.119907461729491	1.09369724074192	"A6140"
"A6140L99"	0.526901315314661	0.0218443092869073	24.1207587932508	1.51408892951988e-128	"A6140"	"A6140"	"NGM"	-0.22950855690631	-0.587108911038776	0.261163448441036	0.35197476736681	0.243848301603881	0.319211826021161	1.01149460807877	"A6140"
"GA150L1"	0.963531380032552	0.0191017308682795	50.4420979793303	0	"GA"	"GA150"	"NGM"	-0.982258581867705	-0.902485107382748	0.397302422633172	-0.479561755343675	0.151930727336127	-0.881429142264745	1.56527121877763	"GA150"
"GA150L13"	0.288886848452438	0.0219845964774643	13.1404207827315	1.93149679077948e-39	"GA"	"GA150"	"NGM"	0.0164079471631338	0.0599212879955642	-0.123399192580238	-0.858726677129603	-0.249955189355413	-0.220006016904388	0.797251238307277	"GA150"
"GA150L14"	1.0118079675841	0.0163097833866862	62.0368734271511	0	"GA"	"GA150"	"NGM"	-0.266607291687765	-0.191256685656247	0.173541381160453	-0.630557169609055	-0.0179876265746712	-1.09443022975254	1.64269091539601	"GA150"
"GA150L15"	0.313792553398347	0.0266720952565851	11.7648257618934	5.92485387901218e-32	"GA"	"GA150"	"NGM"	-0.628886152789377	-0.68785263953618	0.00143956689867933	-0.111548175790209	-0.0185083233595781	-0.331981497040598	0.817356673167667	"GA150"
"GA150L16"	0.214958174419041	0.02760593978115	7.78666388911779	6.88016585830546e-15	"GA"	"GA150"	"NGM"	-0.452168694728049	-0.48268513269716	0.000585079191396998	-1.07439616751305	0.0671433742760028	-0.783191759253835	0.740437468430624	"GA150"
"GA150L21"	0.535778870539542	0.0267876354681427	20.0009766138829	5.40045788246551e-89	"GA"	"GA150"	"NGM"	0.266485980256244	0.239208808577642	-0.48946955951472	-0.313080562976446	-0.238493854090347	-0.00311689674992326	1.0205141839765	"GA150"
"GA150L22"	0.293967615410007	0.0275788904815653	10.6591530796536	1.58029920309359e-26	"GA"	"GA150"	"NGM"	-0.139964013131095	0.0883717040037573	-0.171820200872152	-0.069958346557236	-0.0759070504133942	-0.114704303073331	0.801312193703894	"GA150"
"GA150L23"	0.663637958774745	0.0175534731032477	37.8066468596439	0	"GA"	"GA150"	"NGM"	-0.721220605498063	-1.15050185077326	0.269267338617786	-1.03006931014947	-0.0694384961813475	-1.27027184006245	1.1597050324965	"GA150"
"GA150L24"	0.565243873109358	0.0280965792937515	20.1178893416062	5.14520952757435e-90	"GA"	"GA150"	"NGM"	-0.015518967367661	-0.0383376770743264	-0.129066157465957	-0.0170393070934611	0.0108714191349409	0.195542598385546	1.05103101850746	"GA150"
"GA150L25"	0.878375935809184	0.0198443495557083	44.2632767248607	0	"GA"	"GA150"	"NGM"	0.0440202547151651	0.149808209557443	-0.0719881256157595	-0.488883904948591	-0.162954882737801	-0.245880503004379	1.43749737483631	"GA150"
"GA150L27"	0.287558700109712	0.0239443456182693	12.0094616363333	3.16901327058483e-33	"GA"	"GA150"	"NGM"	0.005543843109999	0.205868024913936	-0.11891559774396	1.04129465563976	-0.224266226470434	0.752847927823254	0.796193073252014	"GA150"
"GA150L28"	0.597828337698976	0.023935499610027	24.9766391944681	1.09699660424683e-137	"GA"	"GA150"	"NGM"	-0.0689246789860917	0.0113909147443493	-0.01185923948216	-0.745132726846157	0.0686518798389523	-0.856331699130826	1.08584237622129	"GA150"
"GA150L29"	0.494116947057788	0.019904973087522	24.8237937768195	4.96291700768643e-136	"GA"	"GA150"	"NGM"	-0.146662183143172	0.0642420479790125	-0.101778081787483	0.866203880078382	-0.281143948104103	0.691900388895387	0.978871089056166	"GA150"
"GA150L3"	0.669333899739541	0.0191571989740336	34.9390273936593	1.90063662186282e-267	"GA"	"GA150"	"NGM"	-0.508099151707815	-0.531057927708869	-0.302924460365644	1.40825904736869	-0.0853070053148967	1.31412745331893	1.16632949225384	"GA150"
"GA150L30"	0.491973489766622	0.0228715139103449	21.5103159194066	1.24652580290971e-102	"GA"	"GA150"	"NGM"	0.183121716440429	0.486032578599097	0.298986145491533	0.483626373173351	0.22431434305014	0.152241877427826	0.976775167744585	"GA150"
"GA150L31"	0.569969635629945	0.0187338614880257	30.4245676202025	2.59996308006361e-203	"GA"	"GA150"	"NGM"	-0.449879256816623	-0.467701282084414	0.19074593466115	0.137467629882739	0.0765389251811347	-0.00759901482993585	1.0560096962614	"GA150"
"GA150L32"	0.804285157022213	0.0202904564532338	39.6385935859037	0	"GA"	"GA150"	"NGM"	0.109630684852854	0.0271845856986384	-0.0726311074426562	-0.219759039922527	0.0661269436436008	-0.0285476632282609	1.33484194114918	"GA150"
"GA150L33"	0.536273913263734	0.0189964704566239	28.230186996487	2.49235549358945e-175	"GA"	"GA150"	"NGM"	0.0207145179185699	-0.219440452960436	-0.250738409980558	-1.00441049998775	-0.0501694663095402	-0.706463391819728	1.02101950716618	"GA150"
"GA150L34"	0.645901769018799	0.0212109710583124	30.4513059417747	1.1511498767422e-203	"GA"	"GA150"	"NGM"	-0.287231686263978	0.0128529625906176	0.313364830386556	-0.291630856583749	0.0582629010765837	-0.559950347144476	1.1393176159638	"GA150"
"GA150L36"	0.732479705734068	0.0170798896979602	42.8855056260431	0	"GA"	"GA150"	"NGM"	-0.189604762870334	-0.240038808770063	0.263862380090391	-0.138146215893684	0.0727798260988587	-0.378388037884785	1.24235334199675	"GA150"
"GA150L37"	0.796812370272404	0.0199509727520556	39.9385223054002	0	"GA"	"GA150"	"NGM"	-0.59422275869012	-0.688445255581208	0.302985959418573	-0.684900433437411	0.0677610839162818	-0.923623449751218	1.32490412979678	"GA150"
"GA150L39"	0.486132595817358	0.0197776644627083	24.5798788190579	2.07347945705129e-133	"GA"	"GA150"	"NGM"	-0.428722054984278	-0.42675215988119	0.166988262305039	-0.122493441193667	0.156496594513214	-0.200764252871891	0.971086557036179	"GA150"
"GA150L43"	0.669089154792946	0.0212114405725634	31.5437865949756	2.18178513787558e-218	"GA"	"GA150"	"NGM"	-0.635438012048558	-0.634971531754072	0.0790486431020502	-0.42565456939706	-0.00784440259569744	-0.620682727740896	1.16604407393332	"GA150"
"GA150L44"	0.713482679130917	0.0175141797889968	40.7374303408236	0	"GA"	"GA150"	"NGM"	0.269522458466618	0.245319688074649	-0.194510215694834	-0.590440899869288	-0.21459319687572	-0.72807954297267	1.21897508427188	"GA150"
"GA150L45"	0.201121879463867	0.0251974197737448	7.98184422332923	1.44162897866823e-15	"GA"	"GA150"	"NGM"	-0.084262508056312	0.212009175200575	-0.00965582846194094	0.363789001451558	0.0366962221751108	0.103171137782219	0.730263107269608	"GA150"
"GA150L46"	0.416991477505297	0.0194187086716084	21.4736975849981	2.74301677610312e-102	"GA"	"GA150"	"NGM"	0.163553883362674	-0.0558326511490692	-0.47792489217992	-0.27065070413756	-0.195760456041839	0.152863315437839	0.906213100060341	"GA150"
"GA150L5"	0.63283948222626	0.0236124504386622	26.8010930873176	3.13781897022379e-158	"GA"	"GA150"	"NGM"	-0.644189070787506	-0.436969347318438	-0.205379365262703	1.48641509994474	-0.080469469651824	0.851291155912145	1.12453229777563	"GA150"
"GA150L6"	0.738941080879701	0.0174918318583066	42.2449224795624	0	"GA"	"GA150"	"NGM"	-0.606121107868353	-0.652301582510786	0.112578516958618	-0.218671046852231	0.0802645181193804	-0.293842228501146	1.25040664268294	"GA150"
"GA150L8"	0.700129440584939	0.0176006770774455	39.778551558231	0	"GA"	"GA150"	"NGM"	0.0605719400579915	0.0563591648725172	-0.181304029965013	-0.296635904604772	-0.0378389042560123	0.00537155371783442	1.20280601417187	"GA150"
"GA250L1"	0.144589183482642	0.0231752920735504	6.23893683944805	4.40554817910429e-10	"GA"	"GA250"	"NGM"	-0.0708077796108688	0.179829591059132	0.463239072652213	0.0851636437353997	0.157016260636535	-0.343995721191528	0.690124622873193	"GA250"
"GA250L13"	0.230764536086287	0.0318508995752155	7.24514971834124	4.31961769382671e-13	"GA"	"GA250"	"NGM"	-0.0858660118914909	0.143638755315641	0.183383523663827	-0.2897831987779	0.0221340300528806	-0.475910003164231	0.752234075965796	"GA250"
"GA250L14"	0.397865963532252	0.0258284133393942	15.4041968549968	1.53382934035923e-53	"GA"	"GA250"	"NGM"	-0.358208578489323	-0.18402222514706	0.173744640042483	-0.79054876299494	0.199833598989114	-1.09259409426072	0.889045996874793	"GA250"
"GA250L15"	0.614985810154051	0.0272519869526312	22.5666411488823	9.21885563715812e-113	"GA"	"GA250"	"NGM"	-0.163753752770258	-0.0255295559477168	0.0610804153226373	-0.53771514097282	0.00337184229058679	-0.531531873719921	1.1046334293987	"GA250"
"GA250L16"	0.311480833517821	0.0273684705046944	11.3810098910859	5.19941153187545e-30	"GA"	"GA250"	"NGM"	-0.196540944541935	-0.232025194888851	0.11372854513203	-0.665947083845968	0.00604078935594367	-0.521020147896433	0.815469355811844	"GA250"
"GA250L21"	0.390456554024259	0.027470255196915	14.2137942012315	7.52361923785061e-46	"GA"	"GA250"	"NGM"	-0.20236809253528	-0.413257371288293	-0.385242374795319	-0.711226211287004	-0.255299737560537	-0.0709799975227138	0.882483034874198	"GA250"
"GA250L22"	0.616820656621659	0.0255930215640555	24.1011267496435	2.43262867469223e-128	"GA"	"GA250"	"NGM"	0.324856399100855	0.442208470219099	0.251143689886666	-0.699049706698762	0.0809206909172383	-0.553849084629067	1.10666212274589	"GA250"
"GA250L23"	0.402263075561095	0.0245313425077393	16.397923408969	1.97887489902572e-60	"GA"	"GA250"	"NGM"	-0.0150571079342093	0.304020048831265	-0.271954781141561	0.785092958260147	-0.490642966258829	0.257002257698507	0.892963839004736	"GA250"
"GA250L29"	0.842801327918698	0.0197889592695414	42.5894720606108	0	"GA"	"GA250"	"NGM"	-0.00937350280151802	0.303279140568584	0.0869872828898424	-0.523114153614073	-0.0479938088876096	-0.815937510065688	1.38725789260447	"GA250"
"GA250L30"	0.51488478955328	0.0189936178308581	27.1083052285473	7.85924997666821e-162	"GA"	"GA250"	"NGM"	0.278964247394535	0.541977614852887	0.405117929870131	-0.282901481462276	0.137896411282306	-0.448840338757221	0.999412693762832	"GA250"
"GA250L31"	0.598595198315813	0.0215463060746775	27.7818014949354	7.19765059052715e-170	"GA"	"GA250"	"NGM"	0.583056061560833	0.86083772787857	-0.458117622950721	0.407777673296315	-0.414054535794394	0.106520107532473	1.08667538533583	"GA250"
"GA250L32"	0.52497276841229	0.019091540313278	27.4976643999319	1.87225033371437e-166	"GA"	"GA250"	"NGM"	0.86486598886186	1.22613710824626	-0.377359210344103	-0.280531516381068	-0.264382809369919	-0.241109848951531	1.00954577309945	"GA250"
"GA250L33"	0.669244694173155	0.0213510416214166	31.3448264510831	1.14438405858385e-215	"GA"	"GA250"	"NGM"	0.789814707807891	0.70884328838495	-0.261288278881667	-0.906804604357982	-0.0815622126835221	-0.423072663915161	1.16622545381137	"GA250"
"GA250L34"	0.446758367599935	0.0193573889549795	23.0794746460375	7.44365760133677e-118	"GA"	"GA250"	"NGM"	-0.0748671306300259	-0.0683531443685658	0.212056673331031	-0.335363905534942	0.119947897060063	-0.489700702044376	0.933593742368501	"GA250"
"GA250L35"	0.841807748601507	0.0249366836261895	33.7578068206876	8.21230737542259e-250	"GA"	"GA250"	"NGM"	0.284193158892559	0.455201799506515	-0.361209039718037	-1.16204081573969	-0.18656461122321	-1.08783474091687	1.38588022637844	"GA250"
